,idMin,recurso,cantidad,unidades
4619,min4620,RECEBO,337851.0,METROS CUBICOS
4620,min4621,RECEBO,409732.0,METROS CUBICOS
4621,min4622,GRAVAS,499000.0,METROS CUBICOS
4622,min4623,GRAVAS,57495.0,METROS CUBICOS
4623,min4624,GRAVAS,271125.0,METROS CUBICOS
4624,min4625,GRAVAS DE RIO,156489.0,METROS CUBICOS
4625,min4626,ARENAS,35940.0,METROS CUBICOS
4626,min4627,GRAVAS,125636.0,METROS CUBICOS
4627,min4628,GRAVAS,91049.0,METROS CUBICOS
4628,min4629,GRAVAS DE RIO,991980.0,METROS CUBICOS
4629,min4630,GRAVAS DE RIO,2875623.0,METROS CUBICOS
4630,min4631,GRAVAS DE RIO,173848.0,METROS CUBICOS
4631,min4632,GRAVAS DE RIO,60638.0,METROS CUBICOS
4632,min4633,GRAVAS,193725.0,METROS CUBICOS
4633,min4634,GRAVAS,81146.0,METROS CUBICOS
4634,min4635,GRAVAS,9409.0,METROS CUBICOS
4635,min4636,GRAVAS,53260.0,METROS CUBICOS
4636,min4637,CALIZAS,1330.0,TONELADAS
4637,min4638,RECEBO,59207.0,METROS CUBICOS
4638,min4639,RECEBO,163108.0,METROS CUBICOS
4639,min4640,RECEBO,217182.0,METROS CUBICOS
4640,min4641,RECEBO,0.0,METROS CUBICOS
4641,min4642,ARENAS,2111.0,METROS CUBICOS
4642,min4643,GRAVAS,5434.0,METROS CUBICOS
4643,min4644,GRAVAS,11780.0,METROS CUBICOS
4644,min4645,GRAVAS DE RIO,2120.0,METROS CUBICOS
4645,min4646,ARENA DE RIO,5357.0,METROS CUBICOS
4646,min4647,GRAVA DE CANTERA,2457.0,METROS CUBICOS
4647,min4648,GRAVAS,8396.0,METROS CUBICOS
4648,min4649,ORO,3398.0,GRAMOS
4649,min4650,ORO,21252.0,GRAMOS
4650,min4651,ORO,712.0,GRAMOS
4651,min4652,ORO,12539.0,GRAMOS
4652,min4653,ORO,151959.0,GRAMOS
4653,min4654,ORO,2000.0,GRAMOS
4654,min4655,ORO,1317.0,GRAMOS
4655,min4656,CARBON,5302.0,TONELADAS
4656,min4657,YESO,328.0,TONELADAS
4657,min4658,CARBON,938.0,TONELADAS
4658,min4659,CARBON,3002.0,TONELADAS
4659,min4660,CARBON,2336.0,TONELADAS
4660,min4661,CARBON,530.0,TONELADAS
4661,min4662,CARBON,754.0,TONELADAS
4662,min4663,YESO,647.0,TONELADAS
4663,min4664,GRAVAS DE RIO,73406.0,METROS CUBICOS
4664,min4665,YESO,225.0,TONELADAS
4665,min4666,GRAVAs DE RIO,630.0,METROS CUBICOS
4666,min4667,GRAVAS,28538.0,METROS CUBICOS
4667,min4668,GRAVAS,10571.0,METROS CUBICOS
4668,min4669,GRAVAS,919.0,METROS CUBICOS
4669,min4670,GRAVAS,500.0,METROS CUBICOS
4670,min4671,GRAVA DE CANTERA,112892.0,METROS CUBICOS
4671,min4672,GRAVAS DE RIO,3085.0,METROS CUBICOS
4672,min4673,GRAVAs DE RIO,69908.0,METROS CUBICOS
4673,min4674,GRAVAS DE RIO,3515.0,METROS CUBICOS
4674,min4675,GRAVAS DE RIO,3200.0,METROS CUBICOS
4675,min4676,GRAVAS,128014.0,METROS CUBICOS
4676,min4677,GRAVAS,34922.0,METROS CUBICOS
4677,min4678,GRAVAS,35438.0,METROS CUBICOS
4678,min4679,GRAVAS,21668.0,METROS CUBICOS
4679,min4680,GRAVAS,20659.0,METROS CUBICOS
4680,min4681,GRAVAS,4835.0,METROS CUBICOS
4681,min4682,GRAVAS DE RIO,6208.0,METROS CUBICOS
4682,min4683,GRAVAS DE RIO,4971.0,METROS CUBICOS
4683,min4684,GRAVAS,13570.0,METROS CUBICOS
4684,min4685,GRAVAS,4309.0,METROS CUBICOS
4685,min4686,GRAVA DE CANTERA,13000.0,METROS CUBICOS
4686,min4687,CARBON,15094.0,TONELADAS
4687,min4688,GRAVAS,30000.0,METROS CUBICOS
4688,min4689,GRAVAS,1153.0,METROS CUBICOS
4689,min4690,RECEBO,3697.0,METROS CUBICOS
4690,min4691,RECEBO,448286.0,METROS CUBICOS
4691,min4692,RECEBO,329199.0,METROS CUBICOS
4692,min4693,GRAVAS,105690.0,METROS CUBICOS
4693,min4694,GRAVAS DE RIO,1670.0,METROS CUBICOS
4694,min4695,RECEBO,340734.0,METROS CUBICOS
4695,min4696,GRAVAS DE RIO,112.0,METROS CUBICOS
4696,min4697,GRAVAS DE RIO,12100.0,METROS CUBICOS
4697,min4698,GRAVAs DE RIO,7750.0,METROS CUBICOS
4698,min4699,GRAVAS,2942.0,METROS CUBICOS
4699,min4700,GRAVAS,7448.0,METROS CUBICOS
4700,min4701,GRAVAS,862.0,METROS CUBICOS
4701,min4702,GRAVAS,537.0,METROS CUBICOS
4702,min4703,GRAVAS,22253.0,METROS CUBICOS
4703,min4704,GRAVAS,620.0,METROS CUBICOS
4704,min4705,GRAVAS,0.0,METROS CUBICOS
4705,min4706,GRAVAS,0.0,METROS CUBICOS
4706,min4707,GRAVAS,1460.0,METROS CUBICOS
4707,min4708,GRAVAS,1015.0,METROS CUBICOS
4708,min4709,GRAVAS DE RIO,530.0,METROS CUBICOS
4709,min4710,GRAVAS,415.0,METROS CUBICOS
4710,min4711,CALIZAS,232913.0,TONELADAS
4711,min4712,CALIZAS,308760.0,TONELADAS
4712,min4713,CALIZAS,263922.0,TONELADAS
4713,min4714,CALIZAS,330755.0,TONELADAS
4714,min4715,CALIZAS,294045.0,TONELADAS
4715,min4716,CALIZAS,828027.0,TONELADAS
4716,min4717,CALIZAS,231672.0,TONELADAS
4717,min4718,CALIZAS,79629.0,TONELADAS
4718,min4719,CALIZAS,174006.0,TONELADAS
4719,min4720,CALIZAS,208610.0,TONELADAS
4720,min4721,CARBON,167476.0,TONELADAS
4721,min4722,CARBON,117400.0,TONELADAS
4722,min4723,CARBON,49728.0,TONELADAS
4723,min4724,CARBON,74094.0,TONELADAS
4724,min4725,CARBON,120408.0,TONELADAS
4725,min4726,CARBON,33116.0,TONELADAS
4726,min4727,CARBON,600.0,TONELADAS
4727,min4728,CARBON,26484.0,TONELADAS
4728,min4729,CARBON,121302.0,TONELADAS
4729,min4730,CARBON,66958.0,TONELADAS
4730,min4731,CARBON,0.0,TONELADAS
4731,min4732,GRAVAS DE RIO,8906.0,METROS CUBICOS
4732,min4733,GRAVAS DE RIO,1602.0,METROS CUBICOS
4733,min4734,GRAVAS DE RIO,0.0,METROS CUBICOS
4734,min4735,GRAVAS DE RIO,0.0,METROS CUBICOS
4735,min4736,CARBON,1505.0,TONELADAS
4736,min4737,CARBON,3230.0,TONELADAS
4737,min4738,ARENA DE RIO,77900.0,METROS CUBICOS
4738,min4739,GRAVAs DE RIO,38600.0,METROS CUBICOS
4739,min4740,CARBON,1224.0,TONELADAS
4740,min4741,CARBON,12096.0,TONELADAS
4741,min4742,CARBON,20990.0,TONELADAS
4742,min4743,CARBON,9899.0,TONELADAS
4743,min4744,CARBON,7100.0,TONELADAS
4744,min4745,ARENAS,2150.0,METROS CUBICOS
4745,min4746,ARENAS,2120.0,METROS CUBICOS
4746,min4747,ASFALTITA,406.0,METROS CUBICOS
4747,min4748,ARENA DE RIO,6991.0,METROS CUBICOS
4748,min4749,ARENAS,800.0,METROS CUBICOS
4749,min4750,ARENA DE RIO,630.0,METROS CUBICOS
4750,min4751,ARENA DE RIO,730.0,METROS CUBICOS
4751,min4752,GRAVAS,1470.0,METROS CUBICOS
4752,min4753,GRAVAS,300.0,METROS CUBICOS
4753,min4754,GRAVAS,6550.0,METROS CUBICOS
4754,min4755,ARCILLAS MISCELANEAS,2125.0,TONELADAS
4755,min4756,ARCILLAS CERAMICAS,588.0,TONELADAS
4756,min4757,GRAVAS,4000.0,METROS CUBICOS
4757,min4758,GRAVAS,10750.0,METROS CUBICOS
4758,min4759,GRAVAS,11100.0,METROS CUBICOS
4759,min4760,ARCILLA,33970.0,TONELADAS
4760,min4761,ARCILLAS MISCELANEAS,85351.0,TONELADAS
4761,min4762,ARCILLA,92966.0,TONELADAS
4762,min4763,GRAVAS,54342.0,METROS CUBICOS
4763,min4764,ARCILLAS MISCELANEAS,70787.0,TONELADAS
4764,min4765,ARCILLAS MISCELANEAS,39712.0,TONELADAS
4765,min4766,ARCILLAS MISCELANEAS,30314.0,TONELADAS
4766,min4767,GRAVAS DE RIO,262148.0,METROS CUBICOS
4767,min4768,GRAVAS DE RIO,55091.0,METROS CUBICOS
4768,min4769,GRAVAS DE RIO,842.0,METROS CUBICOS
4769,min4770,GRAVAS DE RIO,0.0,METROS CUBICOS
4770,min4771,GRAVAS,3637.0,METROS CUBICOS
4771,min4772,GRAVAS,41651.0,METROS CUBICOS
4772,min4773,GRAVAS,7081.0,METROS CUBICOS
4773,min4774,GRAVAS,219.0,METROS CUBICOS
4774,min4775,GRAVAS,0.0,METROS CUBICOS
4775,min4776,GRAVAS,0.0,METROS CUBICOS
4776,min4777,CARBON,40.0,TONELADAS
4777,min4778,CARBON,40.0,TONELADAS
4778,min4779,CALIZAS,655.0,TONELADAS
4779,min4780,CALIZAS,1800.0,TONELADAS
4780,min4781,CALIZAS,3714.0,TONELADAS
4781,min4782,GRAVA DE CANTERA,210.0,METROS CUBICOS
4782,min4783,GRAVA DE CANTERA,110.0,METROS CUBICOS
4783,min4784,CARBON,131100.0,TONELADAS
4784,min4785,ARCILLAS MISCELANEAS,25366.0,TONELADAS
4785,min4786,GRAVAS DE RIO,42820.0,METROS CUBICOS
4786,min4787,GRAVAS DE RIO,56484.0,METROS CUBICOS
4787,min4788,GRAVAs DE RIO,43987.0,METROS CUBICOS
4788,min4789,GRAVAS,66700.0,METROS CUBICOS
4789,min4790,GRAVAS,87222.0,METROS CUBICOS
4790,min4791,CARBON,169831.0,TONELADAS
4791,min4792,GRAVAS,43900.0,METROS CUBICOS
4792,min4793,CARBON,9716.0,TONELADAS
4793,min4794,BARITA,5143.0,TONELADAS
4794,min4795,BARITA,795.0,TONELADAS
4795,min4796,BARITA,2552.0,TONELADAS
4796,min4797,BARITA,2006.0,TONELADAS
4797,min4798,BARITA,418.0,TONELADAS
4798,min4799,BARITA,1955.0,TONELADAS
4799,min4800,BARITA,2357.0,TONELADAS
4800,min4801,BARITA,3306.0,TONELADAS
4801,min4802,BARITA,3325.0,TONELADAS
4802,min4803,BARITA,2343.0,TONELADAS
4803,min4804,BARITA,0.0,TONELADAS
4804,min4805,ORO,2471.0,GRAMOS
4805,min4806,YESO,397740.0,TONELADAS
4806,min4807,YESO,419287.0,TONELADAS
4807,min4808,YESO,375295.0,TONELADAS
4808,min4809,YESO,337778.0,TONELADAS
4809,min4810,YESO,412469.0,TONELADAS
4810,min4811,YESO,257517.0,TONELADAS
4811,min4812,YESO,362786.0,TONELADAS
4812,min4813,YESO,230449.0,TONELADAS
4813,min4814,YESO,172310.0,TONELADAS
4814,min4815,YESO,30443.0,TONELADAS
4815,min4816,CARBON,1414.0,TONELADAS
4816,min4817,CALIZAS,24050.0,TONELADAS
4817,min4818,CALIZAS,29155.0,TONELADAS
4818,min4819,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,13.0,METROS CUBICOS
4819,min4820,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,254.0,METROS CUBICOS
4820,min4821,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,11.0,METROS CUBICOS
4821,min4822,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,88.0,METROS CUBICOS
4822,min4823,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,175.0,METROS CUBICOS
4823,min4824,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3,131.0,METROS CUBICOS
4824,min4825,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3,665.0,METROS CUBICOS
4825,min4826,TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3,74.0,METROS CUBICOS
4826,min4827,GRAVAS,15676.0,METROS CUBICOS
4827,min4828,GRAVAS DE RIO,23995.0,METROS CUBICOS
4828,min4829,GRAVAS DE RIO,11848.0,METROS CUBICOS
4829,min4830,GRAVAs DE RIO,25898.0,METROS CUBICOS
4830,min4831,GRAVAS DE RIO,2022.0,METROS CUBICOS
4831,min4832,GRAVAS,14094.0,METROS CUBICOS
4832,min4833,GRAVAS,17778.0,METROS CUBICOS
4833,min4834,GRAVAS,4020.0,METROS CUBICOS
4834,min4835,ORO,150.0,GRAMOS
4835,min4836,GRAVAS,3118.0,METROS CUBICOS
4836,min4837,ARENAS,6297.0,METROS CUBICOS
4837,min4838,ARENAS,5092.0,METROS CUBICOS
4838,min4839,ARENAS,736.0,METROS CUBICOS
4839,min4840,GRAVAS,629.0,METROS CUBICOS
4840,min4841,GRAVAS DE RIO,1788.0,METROS CUBICOS
4841,min4842,ARENAS,2032.0,METROS CUBICOS
4842,min4843,ARENA DE RIO,646.0,METROS CUBICOS
4843,min4844,ARENA DE CANTERA,322.0,METROS CUBICOS
4844,min4845,CARBON,30.0,TONELADAS
4845,min4846,CARBON,165.0,TONELADAS
4846,min4847,CARBON,295.0,TONELADAS
4847,min4848,CARBON,307.0,TONELADAS
4848,min4849,CARBON,50.0,TONELADAS
4849,min4850,CARBON,280.0,TONELADAS
4850,min4851,GRAVAs DE RIO,6239.0,METROS CUBICOS
4851,min4852,GRAVAS,1850.0,METROS CUBICOS
4852,min4853,CALIZAS,4803.0,TONELADAS
4853,min4854,CALIZAS,14560.0,TONELADAS
4854,min4855,CALIZAS,17251.0,TONELADAS
4855,min4856,CALIZAS,20219.0,TONELADAS
4856,min4857,ARCILLAS CAOLINITICA,11889.0,TONELADAS
4857,min4858,ARCILLAS CAOLINITICA,4491.0,TONELADAS
4858,min4859,CALIZAS,19965.0,TONELADAS
4859,min4860,CALIZAS,1889.0,TONELADAS
4860,min4861,CALIZAS,35352.0,TONELADAS
4861,min4862,ARCILLAS CAOLINITICA,477.0,TONELADAS
4862,min4863,ARENAS,1630.0,METROS CUBICOS
4863,min4864,GRAVA DE CANTERA,3182.0,METROS CUBICOS
4864,min4865,ARENA DE RIO,637.0,METROS CUBICOS
4865,min4866,GRAVAS,1050.0,METROS CUBICOS
4866,min4867,GRAVAS,1134.0,METROS CUBICOS
4867,min4868,RECEBO,36000.0,METROS CUBICOS
4868,min4869,ARENAS,40168.0,METROS CUBICOS
4869,min4870,ARENAS,31477.0,METROS CUBICOS
4870,min4871,GRAVAS,107655.0,METROS CUBICOS
4871,min4872,GRAVAS,43669.0,METROS CUBICOS
4872,min4873,GRAVAS,28474.0,METROS CUBICOS
4873,min4874,GRAVAS DE RIO,25915.0,METROS CUBICOS
4874,min4875,ARENA DE RIO,1084381.0,METROS CUBICOS
4875,min4876,ARENA DE RIO,17739.0,METROS CUBICOS
4876,min4877,GRAVAS DE RIO,3401.0,METROS CUBICOS
4877,min4878,CALIZAS,350356.0,TONELADAS
4878,min4879,CALIZAS,117608.0,TONELADAS
4879,min4880,CALIZAS,108613.0,TONELADAS
4880,min4881,CALIZAS,140280.0,TONELADAS
4881,min4882,CALIZAS,152227.0,TONELADAS
4882,min4883,CALIZAS,128848.0,TONELADAS
4883,min4884,CALIZAS,111250.0,TONELADAS
4884,min4885,CALIZAS,53143.0,TONELADAS
4885,min4886,CALIZAS,533.0,TONELADAS
4886,min4887,CALIZAS,18016.0,TONELADAS
4887,min4888,GRAVAS DE RIO,109995.0,METROS CUBICOS
4888,min4889,GRAVAS DE RIO,57430.0,METROS CUBICOS
4889,min4890,CALIZAS,7230.0,TONELADAS
4890,min4891,ORO,11197.0,GRAMOS
4891,min4892,ASFALTITA,1100.0,METROS CUBICOS
4892,min4893,ASFALTITA,2090.0,METROS CUBICOS
4893,min4894,ORO,42115.0,GRAMOS
4894,min4895,ORO,27952.0,GRAMOS
4895,min4896,ARENAS,10835.0,METROS CUBICOS
4896,min4897,ASFALTITA,3062.0,METROS CUBICOS
4897,min4898,RECEBO,7150.0,METROS CUBICOS
4898,min4899,GRAVAS DE RIO,63595.0,METROS CUBICOS
4899,min4900,GRAVAS DE RIO,19990.0,METROS CUBICOS
4900,min4901,ARENAS SILICEAS,4940.0,METROS CUBICOS
4901,min4902,ARENAS SILICEAS,6400.0,METROS CUBICOS
4902,min4903,RECEBO,23000.0,METROS CUBICOS
4903,min4904,RECEBO,81857.0,METROS CUBICOS
4904,min4905,RECEBO,6248.0,METROS CUBICOS
4905,min4906,ARENAS SILICEAS,8130.0,METROS CUBICOS
4906,min4907,RECEBO,166656.0,METROS CUBICOS
4907,min4908,GRAVAS,4262.0,METROS CUBICOS
4908,min4909,GRAVAS DE RIO,22100.0,METROS CUBICOS
4909,min4910,GRAVAs DE RIO,39112.0,METROS CUBICOS
4910,min4911,ARCILLAS MISCELANEAS,24363.0,TONELADAS
4911,min4912,MARMOL,406.0,TONELADAS
4912,min4913,ARCILLAS MISCELANEAS,29765.0,TONELADAS
4913,min4914,ARCILLAS MISCELANEAS,22084.0,TONELADAS
4914,min4915,ARCILLAS MISCELANEAS,28029.0,TONELADAS
4915,min4916,ARCILLA,21408.0,TONELADAS
4916,min4917,ARCILLAS MISCELANEAS,37054.0,TONELADAS
4917,min4918,ARCILLAS MISCELANEAS,42757.0,TONELADAS
4918,min4919,ARCILLAS MISCELANEAS,20045.0,TONELADAS
4919,min4920,ARCILLAS MISCELANEAS,9402.0,TONELADAS
4920,min4921,CARBON,1653.0,TONELADAS
4921,min4922,ARCILLAS MISCELANEAS,2180.0,TONELADAS
4922,min4923,CARBON,1008.0,TONELADAS
4923,min4924,CARBON,149.0,TONELADAS
4924,min4925,ARCILLA,2040.0,TONELADAS
4925,min4926,ARCILLA,2040.0,TONELADAS
4926,min4927,GRAVAS DE RIO,2700.0,METROS CUBICOS
4927,min4928,GRAVAS,200.0,METROS CUBICOS
4928,min4929,CARBON,15009.0,TONELADAS
4929,min4930,CARBON,1306.0,TONELADAS
4930,min4931,CARBON,4101.0,TONELADAS
4931,min4932,CARBON,3000.0,TONELADAS
4932,min4933,CARBON,311.0,TONELADAS
4933,min4934,CARBON,1189.0,TONELADAS
4934,min4935,CARBON,9816.0,TONELADAS
4935,min4936,GRAVAS,26707.0,METROS CUBICOS
4936,min4937,GRAVAS,15400.0,METROS CUBICOS
4937,min4938,GRAVAS,102.0,METROS CUBICOS
4938,min4939,GRAVAS,426.0,METROS CUBICOS
4939,min4940,GRAVAS DE RIO,2600.0,METROS CUBICOS
4940,min4941,GRAVAS DE RIO,123.0,METROS CUBICOS
4941,min4942,GRAVAS,18592.0,METROS CUBICOS
4942,min4943,GRAVAS,10050.0,METROS CUBICOS
4943,min4944,ARENAS,9400.0,METROS CUBICOS
4944,min4945,ARENAS,1200.0,METROS CUBICOS
4945,min4946,GRAVAS,3558.0,METROS CUBICOS
4946,min4947,GRAVAS,2911.0,METROS CUBICOS
4947,min4948,CALIZAS,516.0,TONELADAS
4948,min4949,CALIZAS,2571.0,TONELADAS
4949,min4950,CUARZO,48.0,TONELADAS
4950,min4951,CUARZO,425.0,TONELADAS
4951,min4952,CUARZO,60.0,TONELADAS
4952,min4953,CUARZO,60.0,TONELADAS
4953,min4954,CUARZO,5692.0,TONELADAS
4954,min4955,CUARZO,1500.0,TONELADAS
4955,min4956,CUARZO,1188.0,TONELADAS
4956,min4957,ORO,17383.0,GRAMOS
4957,min4958,ORO,1422.0,GRAMOS
4958,min4959,CALIZAS,6140.0,TONELADAS
4959,min4960,CALIZAS,347.0,TONELADAS
4960,min4961,CALIZAS,220.0,TONELADAS
4961,min4962,GRAVAS,9070.0,METROS CUBICOS
4962,min4963,GRAVAS,2461.0,METROS CUBICOS
4963,min4964,ARENA DE RIO,324.0,METROS CUBICOS
4964,min4965,CARBON,3288.0,TONELADAS
4965,min4966,CARBON,228.0,TONELADAS
4966,min4967,CARBON,98.0,TONELADAS
4967,min4968,ORO,24735.0,GRAMOS
4968,min4969,ORO,119683.0,GRAMOS
4969,min4970,ORO,44105.0,GRAMOS
4970,min4971,ORO,51721.0,GRAMOS
4971,min4972,ORO,66391.0,GRAMOS
4972,min4973,ORO,59021.0,GRAMOS
4973,min4974,ORO,46914.0,GRAMOS
4974,min4975,ORO,27610.0,GRAMOS
4975,min4976,ORO,52486.0,GRAMOS
4976,min4977,ORO,25936.0,GRAMOS
4977,min4978,YESO,29804.0,TONELADAS
4978,min4979,YESO,38408.0,TONELADAS
4979,min4980,YESO,18007.0,TONELADAS
4980,min4981,GRAVAS DE RIO,29928.0,METROS CUBICOS
4981,min4982,YESO,13187.0,TONELADAS
4982,min4983,YESO,30233.0,TONELADAS
4983,min4984,YESO,37480.0,TONELADAS
4984,min4985,YESO,41123.0,TONELADAS
4985,min4986,YESO,21260.0,TONELADAS
4986,min4987,YESO,11117.0,TONELADAS
4987,min4988,YESO,15138.0,TONELADAS
4988,min4989,YESO,7445.0,TONELADAS
4989,min4990,YESO,9260.0,TONELADAS
4990,min4991,YESO,14195.0,TONELADAS
4991,min4992,YESO,38343.0,TONELADAS
4992,min4993,YESO,0.0,TONELADAS
4993,min4994,YESO,20658.0,TONELADAS
4994,min4995,YESO,24131.0,TONELADAS
4995,min4996,FLUORITA,23.0,TONELADAS
4996,min4997,ARCILLAS MISCELANEAS,38780.0,TONELADAS
4997,min4998,ARENAS,37480.0,METROS CUBICOS
4998,min4999,ARCILLAS MISCELANEAS,37608.0,TONELADAS
4999,min5000,ARCILLAS CERAMICAS,13685.0,TONELADAS
5000,min5001,ARCILLAS MISCELANEAS,31413.0,TONELADAS
5001,min5002,ARCILLA,23380.0,TONELADAS
5002,min5003,ARCILLAS MISCELANEAS,50162.0,TONELADAS
5003,min5004,ARCILLAS MISCELANEAS,22353.0,TONELADAS
5004,min5005,ARCILLAS MISCELANEAS,53736.0,TONELADAS
5005,min5006,ARCILLAS MISCELANEAS,3094.0,TONELADAS
5006,min5007,ARENAS,8726.0,METROS CUBICOS
5007,min5008,ARENAS,598.0,METROS CUBICOS
5008,min5009,ARENAS,11439.0,METROS CUBICOS
5009,min5010,GRAVA DE CANTERA,15611.0,METROS CUBICOS
5010,min5011,RECEBO,3314.0,METROS CUBICOS
5011,min5012,RECEBO,14875.0,METROS CUBICOS
5012,min5013,RECEBO,20269.0,METROS CUBICOS
5013,min5014,RECEBO,9052.0,METROS CUBICOS
5014,min5015,RECEBO,5464.0,METROS CUBICOS
5015,min5016,RECEBO,26207.0,METROS CUBICOS
5016,min5017,RECEBO,2182.0,METROS CUBICOS
5017,min5018,RECEBO,8960.0,METROS CUBICOS
5018,min5019,RECEBO,4620.0,METROS CUBICOS
5019,min5020,GRAVA DE CANTERA,186179.0,METROS CUBICOS
5020,min5021,GRAVA DE CANTERA,182255.0,METROS CUBICOS
5021,min5022,RECEBO,4624.0,METROS CUBICOS
5022,min5023,RECEBO,578.0,METROS CUBICOS
5023,min5024,RECEBO,3995.0,METROS CUBICOS
5024,min5025,ARENA DE RIO,600.0,METROS CUBICOS
5025,min5026,ARENA DE RIO,980.0,METROS CUBICOS
5026,min5027,RECEBO,1688.0,METROS CUBICOS
5027,min5028,RECEBO,0.0,METROS CUBICOS
5028,min5029,RECEBO,71283.0,METROS CUBICOS
5029,min5030,RECEBO,124507.0,METROS CUBICOS
5030,min5031,RECEBO,71283.0,METROS CUBICOS
5031,min5032,RECEBO,54000.0,METROS CUBICOS
5032,min5033,GRAVAS,75300.0,METROS CUBICOS
5033,min5034,GRAVA DE CANTERA,50991.0,METROS CUBICOS
5034,min5035,GRAVA DE CANTERA,87297.0,METROS CUBICOS
5035,min5036,GRAVAS,40033.0,METROS CUBICOS
5036,min5037,GRAVAS,9282.0,METROS CUBICOS
5037,min5038,GRAVAS,166711.0,METROS CUBICOS
5038,min5039,GRAVAS,3500.0,METROS CUBICOS
5039,min5040,GRAVAS,20942.0,METROS CUBICOS
5040,min5041,ORO,73399.0,GRAMOS
5041,min5042,ORO,53320.0,GRAMOS
5042,min5043,GRAVAS,262885.0,METROS CUBICOS
5043,min5044,GRAVAS,74225.0,METROS CUBICOS
5044,min5045,GRAVAS,173995.0,METROS CUBICOS
5045,min5046,CALIZAS,257076.0,TONELADAS
5046,min5047,CALIZAS,890034.0,TONELADAS
5047,min5048,CALIZAS,1001742.0,TONELADAS
5048,min5049,CALIZAS,1315859.0,TONELADAS
5049,min5050,CALIZAS,1419386.0,TONELADAS
5050,min5051,CALIZAS,764035.0,TONELADAS
5051,min5052,CALIZAS,715998.0,TONELADAS
5052,min5053,CALIZAS,802713.0,TONELADAS
5053,min5054,CALIZAS,811126.0,TONELADAS
5054,min5055,CALIZAS,323586.0,TONELADAS
5055,min5056,RECEBO,152716.0,METROS CUBICOS
5056,min5057,FELDESPATOS,108238.0,TONELADAS
5057,min5058,FELDESPATOS,124682.0,TONELADAS
5058,min5059,FELDESPATOS,129400.0,TONELADAS
5059,min5060,FELDESPATOS,121152.0,TONELADAS
5060,min5061,FELDESPATOS,115633.0,TONELADAS
5061,min5062,RECEBO,151776.0,METROS CUBICOS
5062,min5063,FELDESPATOS,66553.0,TONELADAS
5063,min5064,FELDESPATOS,95216.0,TONELADAS
5064,min5065,FELDESPATOS,24784.0,TONELADAS
5065,min5066,RECEBO,64121.0,METROS CUBICOS
5066,min5067,ARENAS,29778.0,METROS CUBICOS
5067,min5068,RECEBO,27664.0,METROS CUBICOS
5068,min5069,RECEBO,15950.0,METROS CUBICOS
5069,min5070,RECEBO,9780.0,METROS CUBICOS
5070,min5071,GRAVAS,34085.0,METROS CUBICOS
5071,min5072,RECEBO,21765.0,METROS CUBICOS
5072,min5073,RECEBO,19970.0,METROS CUBICOS
5073,min5074,RECEBO,16708.0,METROS CUBICOS
5074,min5075,RECEBO,28556.0,METROS CUBICOS
5075,min5076,ARCILLA,1147.0,TONELADAS
5076,min5077,ARCILLAS MISCELANEAS,1870.0,TONELADAS
5077,min5078,ARCILLA,2561.0,TONELADAS
5078,min5079,ARCILLA,1690.0,TONELADAS
5079,min5080,ARCILLA,877.0,TONELADAS
5080,min5081,ARCILLAS MISCELANEAS,4321.0,TONELADAS
5081,min5082,ARCILLAS MISCELANEAS,939.0,TONELADAS
5082,min5083,ARCILLAS MISCELANEAS,2435.0,TONELADAS
5083,min5084,ARCILLAS MISCELANEAS,4291.0,TONELADAS
5084,min5085,ARCILLAS MISCELANEAS,2626.0,TONELADAS
5085,min5086,MARMOL,6.0,TONELADAS
5086,min5087,ORO,12287.0,GRAMOS
5087,min5088,ORO,28431.0,GRAMOS
5088,min5089,ORO,89233.0,GRAMOS
5089,min5090,BASALTO,34888.0,TONELADAS
5090,min5091,BASALTO,5897.0,TONELADAS
5091,min5092,RECEBO,6133.0,METROS CUBICOS
5092,min5093,RECEBO,14093.0,METROS CUBICOS
5093,min5094,RECEBO,1700.0,METROS CUBICOS
5094,min5095,RECEBO,33954.0,METROS CUBICOS
5095,min5096,RECEBO,0.0,METROS CUBICOS
5096,min5097,GRAVA DE CANTERA,100000.0,METROS CUBICOS
5097,min5098,ORO,32785.0,GRAMOS
5098,min5099,ORO,7789.0,GRAMOS
5099,min5100,ORO,2757.0,GRAMOS
5100,min5101,ORO,297366.0,GRAMOS
5101,min5102,ORO,30350.0,GRAMOS
5102,min5103,ORO,27526.0,GRAMOS
5103,min5104,ORO,13325.0,GRAMOS
5104,min5105,ORO,5478.0,GRAMOS
5105,min5106,ORO,1810.0,GRAMOS
5106,min5107,ARENAS,43245.0,METROS CUBICOS
5107,min5108,GRAVAS,19947.0,METROS CUBICOS
