,id,nombre,departamento,anio,idMin,idEdu,idDem,idVio
2803,guatavita-cundinamarca-2016,guatavita,cundinamarca,2016,min2804,edu2804,dem3889,vio2381
2804,guatavita-cundinamarca-2018,guatavita,cundinamarca,2018,min2805,edu2805,dem314,vio2889
2805,guatavita-cundinamarca-2019,guatavita,cundinamarca,2019,min2806,edu2806,dem761,0
2806,guatavita-cundinamarca-2020,guatavita,cundinamarca,2020,min2807,edu2807,dem1128,0
2807,guatavita-cundinamarca-2017,guatavita,cundinamarca,2017,min2808,edu2808,dem1603,vio165
2808,guatavita-cundinamarca-2021,guatavita,cundinamarca,2021,min2809,edu2809,dem1463,0
2809,guayabal de siquima-cundinamarca-2019,guayabal de siquima,cundinamarca,2019,min2810,edu2810,dem760,0
2810,guayabal de siquima-cundinamarca-2015,guayabal de siquima,cundinamarca,2015,min2811,edu2811,dem3376,vio1979
2811,guayabal de siquima-cundinamarca-2016,guayabal de siquima,cundinamarca,2016,min2812,edu2812,dem3890,vio2382
2812,guayabal de siquima-cundinamarca-2017,guayabal de siquima,cundinamarca,2017,min2813,edu2813,dem1604,vio166
2813,guayabal de siquima-cundinamarca-2018,guayabal de siquima,cundinamarca,2018,min2814,edu2814,dem315,vio2890
2814,guayabetal-cundinamarca-2017,guayabetal,cundinamarca,2017,min2815,edu2815,dem1605,vio167
2815,guayabetal-cundinamarca-2019,guayabetal,cundinamarca,2019,min2816,edu2816,dem759,0
2816,guayabetal-cundinamarca-2020,guayabetal,cundinamarca,2020,min2817,edu2817,dem1129,0
2817,guayabetal-cundinamarca-2016,guayabetal,cundinamarca,2016,min2818,edu2818,dem3891,vio2383
2818,guayabetal-cundinamarca-2015,guayabetal,cundinamarca,2015,min2819,edu2819,dem3375,vio1978
2819,guayabetal-cundinamarca-2018,guayabetal,cundinamarca,2018,min2820,edu2820,dem316,vio2891
2820,guayabetal-cundinamarca-2013,guayabetal,cundinamarca,2013,min2821,edu2821,dem2439,vio1045
2821,guayabetal-cundinamarca-2014,guayabetal,cundinamarca,2014,min2822,edu2822,dem2942,vio1438
2822,guayabetal-cundinamarca-2012,guayabetal,cundinamarca,2012,min2823,edu2823,dem2050,vio554
2823,gutierrez-cundinamarca-2016,gutierrez,cundinamarca,2016,min2824,edu2824,dem3892,vio2384
2824,gutierrez-cundinamarca-2015,gutierrez,cundinamarca,2015,min2825,edu2825,dem3374,vio1977
2825,jerusalen-cundinamarca-2012,jerusalen,cundinamarca,2012,min2826,edu2826,dem2051,vio555
2826,jerusalen-cundinamarca-2013,jerusalen,cundinamarca,2013,min2827,edu2827,dem2438,vio1044
2827,jerusalen-cundinamarca-2014,jerusalen,cundinamarca,2014,min2828,edu2828,dem2943,vio1439
2828,jerusalen-cundinamarca-2018,jerusalen,cundinamarca,2018,min2829,edu2829,dem317,vio2892
2829,jerusalen-cundinamarca-2019,jerusalen,cundinamarca,2019,min2830,edu2830,dem758,0
2830,jerusalen-cundinamarca-2015,jerusalen,cundinamarca,2015,min2831,edu2831,dem3373,vio1976
2831,jerusalen-cundinamarca-2017,jerusalen,cundinamarca,2017,min2832,edu2832,dem1606,vio168
2832,jerusalen-cundinamarca-2020,jerusalen,cundinamarca,2020,min2833,edu2833,dem1130,0
2833,jerusalen-cundinamarca-2016,jerusalen,cundinamarca,2016,min2834,edu2834,dem3893,vio2385
2834,jerusalen-cundinamarca-2021,jerusalen,cundinamarca,2021,min2835,edu2835,dem1462,0
2835,junin-cundinamarca-2017,junin,cundinamarca,2017,min2836,edu2836,dem1607,vio169
2836,junin-cundinamarca-2018,junin,cundinamarca,2018,min2837,edu2837,dem318,vio2893
2837,junin-cundinamarca-2016,junin,cundinamarca,2016,min2838,edu2838,dem3894,vio2386
2838,junin-cundinamarca-2013,junin,cundinamarca,2013,min2839,edu2839,dem2437,vio1043
2839,junin-cundinamarca-2015,junin,cundinamarca,2015,min2840,edu2840,dem3372,vio1975
2840,la calera-cundinamarca-2013,la calera,cundinamarca,2013,min2841,edu2841,dem2436,vio1042
2841,la calera-cundinamarca-2014,la calera,cundinamarca,2014,min2842,edu2842,dem2944,vio1440
2842,la calera-cundinamarca-2015,la calera,cundinamarca,2015,min2843,edu2843,dem3371,vio1974
2843,la calera-cundinamarca-2016,la calera,cundinamarca,2016,min2844,edu2844,dem3895,vio2387
2844,la calera-cundinamarca-2017,la calera,cundinamarca,2017,min2845,edu2845,dem1608,vio170
2845,la calera-cundinamarca-2018,la calera,cundinamarca,2018,min2846,edu2846,dem319,vio2894
2846,la calera-cundinamarca-2019,la calera,cundinamarca,2019,min2847,edu2847,dem757,0
2847,la calera-cundinamarca-2020,la calera,cundinamarca,2020,min2848,edu2848,dem1131,0
2848,la calera-cundinamarca-2021,la calera,cundinamarca,2021,min2849,edu2849,dem1461,0
2849,la calera-cundinamarca-2012,la calera,cundinamarca,2012,min2850,edu2850,dem2052,vio556
2850,la vega-cundinamarca-2013,la vega,cundinamarca,2013,min2851,edu2851,dem2435,vio1041
2851,la vega-cundinamarca-2012,la vega,cundinamarca,2012,min2852,edu2852,dem2053,vio557
2852,la vega-cundinamarca-2015,la vega,cundinamarca,2015,min2853,edu2853,dem3370,vio1973
2853,lenguazaque-cundinamarca-2017,lenguazaque,cundinamarca,2017,min2854,edu2854,dem1609,vio171
2854,lenguazaque-cundinamarca-2018,lenguazaque,cundinamarca,2018,min2855,edu2855,dem320,vio2895
2855,lenguazaque-cundinamarca-2019,lenguazaque,cundinamarca,2019,min2856,edu2856,dem756,0
2856,lenguazaque-cundinamarca-2012,lenguazaque,cundinamarca,2012,min2857,edu2857,dem2054,vio558
2857,lenguazaque-cundinamarca-2013,lenguazaque,cundinamarca,2013,min2858,edu2858,dem2434,vio1040
2858,lenguazaque-cundinamarca-2014,lenguazaque,cundinamarca,2014,min2859,edu2859,dem2945,vio1441
2859,lenguazaque-cundinamarca-2015,lenguazaque,cundinamarca,2015,min2860,edu2860,dem3369,vio1972
2860,lenguazaque-cundinamarca-2016,lenguazaque,cundinamarca,2016,min2861,edu2861,dem3896,vio2388
2861,lenguazaque-cundinamarca-2020,lenguazaque,cundinamarca,2020,min2862,edu2862,dem1132,0
2862,lenguazaque-cundinamarca-2021,lenguazaque,cundinamarca,2021,min2863,edu2863,dem1460,0
2863,macheta-cundinamarca-2018,macheta,cundinamarca,2018,min2864,edu2864,dem321,vio2896
2864,macheta-cundinamarca-2019,macheta,cundinamarca,2019,min2865,edu2865,dem755,0
2865,macheta-cundinamarca-2016,macheta,cundinamarca,2016,min2866,edu2866,dem3897,vio2389
2866,macheta-cundinamarca-2017,macheta,cundinamarca,2017,min2867,edu2867,dem1610,vio172
2867,macheta-cundinamarca-2015,macheta,cundinamarca,2015,min2868,edu2868,dem3368,vio1971
2868,macheta-cundinamarca-2012,macheta,cundinamarca,2012,min2869,edu2869,dem2055,vio559
2869,macheta-cundinamarca-2013,macheta,cundinamarca,2013,min2870,edu2870,dem2433,vio1039
2870,macheta-cundinamarca-2014,macheta,cundinamarca,2014,min2871,edu2871,dem2946,vio1442
2871,madrid-cundinamarca-2013,madrid,cundinamarca,2013,min2872,edu2872,dem2432,vio1038
2872,madrid-cundinamarca-2015,madrid,cundinamarca,2015,min2873,edu2873,dem3367,vio1970
2873,madrid-cundinamarca-2017,madrid,cundinamarca,2017,min2874,edu2874,dem1611,vio173
2874,madrid-cundinamarca-2019,madrid,cundinamarca,2019,min2875,edu2875,dem754,0
2875,madrid-cundinamarca-2012,madrid,cundinamarca,2012,min2876,edu2876,dem2056,vio560
2876,madrid-cundinamarca-2016,madrid,cundinamarca,2016,min2877,edu2877,dem3898,vio2390
2877,madrid-cundinamarca-2018,madrid,cundinamarca,2018,min2878,edu2878,dem322,vio2897
2878,madrid-cundinamarca-2020,madrid,cundinamarca,2020,min2879,edu2879,dem1133,0
2879,madrid-cundinamarca-2014,madrid,cundinamarca,2014,min2880,edu2880,dem2947,vio1443
2880,manta-cundinamarca-2013,manta,cundinamarca,2013,min2881,edu2881,dem2431,vio1037
2881,manta-cundinamarca-2016,manta,cundinamarca,2016,min2882,edu2882,dem3899,vio2391
2882,manta-cundinamarca-2014,manta,cundinamarca,2014,min2883,edu2883,dem2948,vio1444
2883,manta-cundinamarca-2015,manta,cundinamarca,2015,min2884,edu2884,dem3366,vio1969
2884,manta-cundinamarca-2017,manta,cundinamarca,2017,min2885,edu2885,dem1612,vio174
2885,manta-cundinamarca-2018,manta,cundinamarca,2018,min2886,edu2886,dem323,vio2898
2886,medina-cundinamarca-2017,medina,cundinamarca,2017,min2887,edu2887,dem1613,vio175
2887,medina-cundinamarca-2016,medina,cundinamarca,2016,min2888,edu2888,dem3900,vio2392
2888,medina-cundinamarca-2015,medina,cundinamarca,2015,min2889,edu2889,dem3365,vio1968
2889,medina-cundinamarca-2014,medina,cundinamarca,2014,min2890,edu2890,dem2949,vio1445
2890,medina-cundinamarca-2013,medina,cundinamarca,2013,min2891,edu2891,dem2430,vio1036
2891,medina-cundinamarca-2019,medina,cundinamarca,2019,min2892,edu2892,dem753,0
2892,medina-cundinamarca-2021,medina,cundinamarca,2021,min2893,edu2893,dem1459,0
2893,medina-cundinamarca-2020,medina,cundinamarca,2020,min2894,edu2894,dem1134,0
2894,medina-cundinamarca-2018,medina,cundinamarca,2018,min2895,edu2895,dem324,vio2899
2895,mosquera-cundinamarca-2017,mosquera,cundinamarca,2017,min2896,edu2896,dem1614,vio176
2896,mosquera-cundinamarca-2014,mosquera,cundinamarca,2014,min2897,edu2897,dem2950,vio1446
2897,mosquera-cundinamarca-2015,mosquera,cundinamarca,2015,min2898,edu2898,dem3364,vio1967
2898,mosquera-cundinamarca-2012,mosquera,cundinamarca,2012,min2899,edu2899,dem2057,vio561
2899,mosquera-cundinamarca-2013,mosquera,cundinamarca,2013,min2900,edu2900,dem2429,vio1035
2900,mosquera-cundinamarca-2018,mosquera,cundinamarca,2018,min2901,edu2901,dem325,vio2900
2901,mosquera-cundinamarca-2019,mosquera,cundinamarca,2019,min2902,edu2902,dem752,0
2902,mosquera-cundinamarca-2021,mosquera,cundinamarca,2021,min2903,edu2903,dem1458,0
2903,mosquera-cundinamarca-2016,mosquera,cundinamarca,2016,min2904,edu2904,dem3901,vio2393
2904,mosquera-cundinamarca-2020,mosquera,cundinamarca,2020,min2905,edu2905,dem1135,0
2905,nariño-cundinamarca-2017,nariño,cundinamarca,2017,min2906,edu2906,dem1615,vio177
2906,nariño-cundinamarca-2019,nariño,cundinamarca,2019,min2907,edu2907,dem751,0
2907,nariño-cundinamarca-2020,nariño,cundinamarca,2020,min2908,edu2908,dem1136,0
2908,nariño-cundinamarca-2021,nariño,cundinamarca,2021,min2909,edu2909,dem1457,0
2909,nariño-cundinamarca-2016,nariño,cundinamarca,2016,min2910,edu2910,dem3902,vio2394
2910,nariño-cundinamarca-2013,nariño,cundinamarca,2013,min2911,edu2911,dem2428,vio1034
2911,nariño-cundinamarca-2018,nariño,cundinamarca,2018,min2912,edu2912,dem326,vio2901
2912,nariño-cundinamarca-2015,nariño,cundinamarca,2015,min2913,edu2913,dem3363,vio1966
2913,nariño-cundinamarca-2014,nariño,cundinamarca,2014,min2914,edu2914,dem2951,vio1447
2914,nemocon-cundinamarca-2012,nemocon,cundinamarca,2012,min2915,edu2915,dem2058,vio562
2915,nemocon-cundinamarca-2015,nemocon,cundinamarca,2015,min2916,edu2916,dem3362,vio1965
2916,nemocon-cundinamarca-2013,nemocon,cundinamarca,2013,min2917,edu2917,dem2427,vio1033
2917,nemocon-cundinamarca-2014,nemocon,cundinamarca,2014,min2918,edu2918,dem2952,vio1448
2918,nemocon-cundinamarca-2016,nemocon,cundinamarca,2016,min2919,edu2919,dem3903,vio2395
2919,nemocon-cundinamarca-2017,nemocon,cundinamarca,2017,min2920,edu2920,dem1616,vio178
2920,nemocon-cundinamarca-2019,nemocon,cundinamarca,2019,min2921,edu2921,dem750,0
2921,nemocon-cundinamarca-2018,nemocon,cundinamarca,2018,min2922,edu2922,dem327,vio2902
2922,nemocon-cundinamarca-2020,nemocon,cundinamarca,2020,min2923,edu2923,dem1137,0
2923,nemocon-cundinamarca-2021,nemocon,cundinamarca,2021,min2924,edu2924,dem1456,0
2924,nilo-cundinamarca-2017,nilo,cundinamarca,2017,min2925,edu2925,dem1617,vio179
2925,nilo-cundinamarca-2018,nilo,cundinamarca,2018,min2926,edu2926,dem328,vio2903
2926,nilo-cundinamarca-2019,nilo,cundinamarca,2019,min2927,edu2927,dem749,0
2927,nilo-cundinamarca-2020,nilo,cundinamarca,2020,min2928,edu2928,dem1138,0
2928,nilo-cundinamarca-2021,nilo,cundinamarca,2021,min2929,edu2929,dem1455,0
2929,nilo-cundinamarca-2016,nilo,cundinamarca,2016,min2930,edu2930,dem3904,vio2396
2930,nilo-cundinamarca-2013,nilo,cundinamarca,2013,min2931,edu2931,dem2426,vio1032
2931,nilo-cundinamarca-2014,nilo,cundinamarca,2014,min2932,edu2932,dem2953,vio1449
2932,nilo-cundinamarca-2015,nilo,cundinamarca,2015,min2933,edu2933,dem3361,vio1964
2933,nilo-cundinamarca-2012,nilo,cundinamarca,2012,min2934,edu2934,dem2059,vio563
2934,calima-valle del cauca-2013,calima,valle del cauca,2013,min2935,edu2935,dem2738,vio1289
2935,calima-valle del cauca-2014,calima,valle del cauca,2014,min2936,edu2936,dem3176,vio1745
2936,calima-valle del cauca-2017,calima,valle del cauca,2017,min2937,edu2937,dem1836,vio396
2937,calima-valle del cauca-2019,calima,valle del cauca,2019,min2938,edu2938,dem713,0
2938,calima-valle del cauca-2020,calima,valle del cauca,2020,min2939,edu2939,dem1065,0
2939,calima-valle del cauca-2021,calima,valle del cauca,2021,min2940,edu2940,dem1429,0
2940,calima-valle del cauca-2018,calima,valle del cauca,2018,min2941,edu2941,dem246,vio3101
2941,calima-valle del cauca-2012,calima,valle del cauca,2012,min2942,edu2942,dem2244,vio810
2942,calima-valle del cauca-2016,calima,valle del cauca,2016,min2943,edu2943,dem4115,vio2678
2943,candelaria-valle del cauca-2018,candelaria,valle del cauca,2018,min2944,edu2944,dem247,vio3102
2944,candelaria-valle del cauca-2019,candelaria,valle del cauca,2019,min2945,edu2945,dem712,0
2945,candelaria-valle del cauca-2012,candelaria,valle del cauca,2012,min2946,edu2946,dem2245,vio811
2946,candelaria-valle del cauca-2020,candelaria,valle del cauca,2020,min2947,edu2947,dem1066,0
2947,candelaria-valle del cauca-2013,candelaria,valle del cauca,2013,min2948,edu2948,dem2737,vio1288
2948,candelaria-valle del cauca-2014,candelaria,valle del cauca,2014,min2949,edu2949,dem3177,vio1746
2949,candelaria-valle del cauca-2021,candelaria,valle del cauca,2021,min2950,edu2950,dem1428,0
2950,florida-valle del cauca-2017,florida,valle del cauca,2017,min2951,edu2951,dem1841,vio401
2951,pacho-cundinamarca-2012,pacho,cundinamarca,2012,min2952,edu2952,dem2060,vio564
2952,pacho-cundinamarca-2013,pacho,cundinamarca,2013,min2953,edu2953,dem2425,vio1031
2953,pacho-cundinamarca-2014,pacho,cundinamarca,2014,min2954,edu2954,dem2954,vio1450
2954,pacho-cundinamarca-2015,pacho,cundinamarca,2015,min2955,edu2955,dem3360,vio1963
2955,pacho-cundinamarca-2017,pacho,cundinamarca,2017,min2956,edu2956,dem1618,vio180
2956,pacho-cundinamarca-2018,pacho,cundinamarca,2018,min2957,edu2957,dem329,vio2904
2957,pacho-cundinamarca-2019,pacho,cundinamarca,2019,min2958,edu2958,dem748,0
2958,pacho-cundinamarca-2020,pacho,cundinamarca,2020,min2959,edu2959,dem1139,0
2959,pacho-cundinamarca-2016,pacho,cundinamarca,2016,min2960,edu2960,dem3905,vio2397
2960,pacho-cundinamarca-2021,pacho,cundinamarca,2021,min2961,edu2961,dem1454,0
2961,paime-cundinamarca-2015,paime,cundinamarca,2015,min2962,edu2962,dem3359,vio1962
2962,pandi-cundinamarca-2015,pandi,cundinamarca,2015,min2963,edu2963,dem3358,vio1961
2963,pandi-cundinamarca-2013,pandi,cundinamarca,2013,min2964,edu2964,dem2424,vio1030
2964,pandi-cundinamarca-2019,pandi,cundinamarca,2019,min2965,edu2965,dem747,0
2965,pandi-cundinamarca-2014,pandi,cundinamarca,2014,min2966,edu2966,dem2955,vio1451
2966,pandi-cundinamarca-2017,pandi,cundinamarca,2017,min2967,edu2967,dem1619,vio181
2967,pandi-cundinamarca-2018,pandi,cundinamarca,2018,min2968,edu2968,dem330,vio2905
2968,paratebueno-cundinamarca-2020,paratebueno,cundinamarca,2020,min2969,edu2969,dem1140,0
2969,paratebueno-cundinamarca-2021,paratebueno,cundinamarca,2021,min2970,edu2970,dem1453,0
2970,paratebueno-cundinamarca-2016,paratebueno,cundinamarca,2016,min2971,edu2971,dem3906,vio2398
2971,paratebueno-cundinamarca-2018,paratebueno,cundinamarca,2018,min2972,edu2972,dem331,vio2906
2972,paratebueno-cundinamarca-2019,paratebueno,cundinamarca,2019,min2973,edu2973,dem746,0
2973,paratebueno-cundinamarca-2015,paratebueno,cundinamarca,2015,min2974,edu2974,dem3357,vio1960
2974,paratebueno-cundinamarca-2013,paratebueno,cundinamarca,2013,min2975,edu2975,dem2423,vio1029
2975,paratebueno-cundinamarca-2014,paratebueno,cundinamarca,2014,min2976,edu2976,dem2956,vio1452
2976,paratebueno-cundinamarca-2017,paratebueno,cundinamarca,2017,min2977,edu2977,dem1620,vio182
2977,paratebueno-cundinamarca-2012,paratebueno,cundinamarca,2012,min2978,edu2978,dem2061,vio565
2978,pasca-cundinamarca-2015,pasca,cundinamarca,2015,min2979,edu2979,dem3356,vio1959
2979,puerto salgar-cundinamarca-2018,puerto salgar,cundinamarca,2018,min2980,edu2980,dem332,vio2907
2980,puerto salgar-cundinamarca-2017,puerto salgar,cundinamarca,2017,min2981,edu2981,dem1621,vio183
2981,puli-cundinamarca-2013,puli,cundinamarca,2013,min2982,edu2982,dem2422,vio1028
2982,puli-cundinamarca-2015,puli,cundinamarca,2015,min2983,edu2983,dem3355,vio1958
2983,quebradanegra-cundinamarca-2015,quebradanegra,cundinamarca,2015,min2984,edu2984,dem3354,vio1957
2984,quebradanegra-cundinamarca-2014,quebradanegra,cundinamarca,2014,min2985,edu2985,dem2957,vio1453
2985,quebradanegra-cundinamarca-2016,quebradanegra,cundinamarca,2016,min2986,edu2986,dem3907,vio2399
2986,quebradanegra-cundinamarca-2013,quebradanegra,cundinamarca,2013,min2987,edu2987,dem2421,vio1027
2987,quetame-cundinamarca-2018,quetame,cundinamarca,2018,min2988,edu2988,dem333,vio2908
2988,quetame-cundinamarca-2019,quetame,cundinamarca,2019,min2989,edu2989,dem745,0
2989,quetame-cundinamarca-2016,quetame,cundinamarca,2016,min2990,edu2990,dem3908,vio2400
2990,quetame-cundinamarca-2017,quetame,cundinamarca,2017,min2991,edu2991,dem1622,vio184
2991,quetame-cundinamarca-2020,quetame,cundinamarca,2020,min2992,edu2992,dem1141,0
2992,quetame-cundinamarca-2014,quetame,cundinamarca,2014,min2993,edu2993,dem2958,vio1454
2993,quetame-cundinamarca-2015,quetame,cundinamarca,2015,min2994,edu2994,dem3353,vio1956
2994,quetame-cundinamarca-2013,quetame,cundinamarca,2013,min2995,edu2995,dem2420,vio1026
2995,apulo-cundinamarca-2013,apulo,cundinamarca,2013,min2996,edu2996,dem2419,vio1025
2996,apulo-cundinamarca-2015,apulo,cundinamarca,2015,min2997,edu2997,dem3352,vio1955
2997,apulo-cundinamarca-2021,apulo,cundinamarca,2021,min2998,edu2998,dem1452,0
2998,apulo-cundinamarca-2016,apulo,cundinamarca,2016,min2999,edu2999,dem3909,vio2401
2999,apulo-cundinamarca-2019,apulo,cundinamarca,2019,min3000,edu3000,dem744,0
3000,apulo-cundinamarca-2018,apulo,cundinamarca,2018,min3001,edu3001,dem334,vio2909
3001,ricaurte-cundinamarca-2017,ricaurte,cundinamarca,2017,min3002,edu3002,dem1623,vio185
3002,ricaurte-cundinamarca-2019,ricaurte,cundinamarca,2019,min3003,edu3003,dem743,0
3003,ricaurte-cundinamarca-2015,ricaurte,cundinamarca,2015,min3004,edu3004,dem3351,vio1954
3004,ricaurte-cundinamarca-2016,ricaurte,cundinamarca,2016,min3005,edu3005,dem3910,vio2402
3005,ricaurte-cundinamarca-2012,ricaurte,cundinamarca,2012,min3006,edu3006,dem2062,vio566
3006,ricaurte-cundinamarca-2013,ricaurte,cundinamarca,2013,min3007,edu3007,dem2418,vio1024
3007,ricaurte-cundinamarca-2014,ricaurte,cundinamarca,2014,min3008,edu3008,dem2959,vio1455
3008,ricaurte-cundinamarca-2018,ricaurte,cundinamarca,2018,min3009,edu3009,dem335,vio2910
3009,ricaurte-cundinamarca-2020,ricaurte,cundinamarca,2020,min3010,edu3010,dem1142,0
3010,florida-valle del cauca-2018,florida,valle del cauca,2018,min3011,edu3011,dem250,vio3105
3011,ricaurte-cundinamarca-2021,ricaurte,cundinamarca,2021,min3012,edu3012,dem1451,0
3012,san antonio del tequendama-cundinamarca-2012,san antonio del tequendama,cundinamarca,2012,min3013,edu3013,dem2063,vio567
3013,san antonio del tequendama-cundinamarca-2014,san antonio del tequendama,cundinamarca,2014,min3014,edu3014,dem2960,vio1456
3014,san bernardo-cundinamarca-2012,san bernardo,cundinamarca,2012,min3015,edu3015,dem2064,vio568
3015,san cayetano-cundinamarca-2016,san cayetano,cundinamarca,2016,min3016,edu3016,dem3911,vio2403
3016,san cayetano-cundinamarca-2017,san cayetano,cundinamarca,2017,min3017,edu3017,dem1624,vio186
3017,san francisco-cundinamarca-2013,san francisco,cundinamarca,2013,min3018,edu3018,dem2417,vio1023
3018,san francisco-cundinamarca-2017,san francisco,cundinamarca,2017,min3019,edu3019,dem1625,vio187
3019,san francisco-cundinamarca-2014,san francisco,cundinamarca,2014,min3020,edu3020,dem2961,vio1457
3020,san francisco-cundinamarca-2015,san francisco,cundinamarca,2015,min3021,edu3021,dem3350,vio1953
3021,san francisco-cundinamarca-2018,san francisco,cundinamarca,2018,min3022,edu3022,dem336,vio2852
3022,san francisco-cundinamarca-2019,san francisco,cundinamarca,2019,min3023,edu3023,dem742,0
3023,san francisco-cundinamarca-2020,san francisco,cundinamarca,2020,min3024,edu3024,dem1143,0
3024,san francisco-cundinamarca-2021,san francisco,cundinamarca,2021,min3025,edu3025,dem1450,0
3025,san francisco-cundinamarca-2016,san francisco,cundinamarca,2016,min3026,edu3026,dem3912,vio2404
3026,san juan de rio seco-cundinamarca-2017,san juan de rio seco,cundinamarca,2017,min3027,edu3027,dem1626,vio188
3027,san juan de rio seco-cundinamarca-2018,san juan de rio seco,cundinamarca,2018,min3028,edu3028,dem337,vio2853
3028,san juan de rio seco-cundinamarca-2019,san juan de rio seco,cundinamarca,2019,min3029,edu3029,dem741,0
3029,san juan de rio seco-cundinamarca-2020,san juan de rio seco,cundinamarca,2020,min3030,edu3030,dem1144,0
3030,san juan de rio seco-cundinamarca-2021,san juan de rio seco,cundinamarca,2021,min3031,edu3031,dem1449,0
3031,san juan de rio seco-cundinamarca-2016,san juan de rio seco,cundinamarca,2016,min3032,edu3032,dem3913,vio2405
3032,san juan de rio seco-cundinamarca-2014,san juan de rio seco,cundinamarca,2014,min3033,edu3033,dem2962,vio1458
3033,san juan de rio seco-cundinamarca-2015,san juan de rio seco,cundinamarca,2015,min3034,edu3034,dem3349,vio1952
3034,san juan de rio seco-cundinamarca-2012,san juan de rio seco,cundinamarca,2012,min3035,edu3035,dem2065,vio569
3035,sasaima-cundinamarca-2015,sasaima,cundinamarca,2015,min3036,edu3036,dem3348,vio1951
3036,sasaima-cundinamarca-2019,sasaima,cundinamarca,2019,min3037,edu3037,dem740,0
3037,sesquile-cundinamarca-2012,sesquile,cundinamarca,2012,min3038,edu3038,dem2066,vio570
3038,sesquile-cundinamarca-2013,sesquile,cundinamarca,2013,min3039,edu3039,dem2416,vio1022
3039,sesquile-cundinamarca-2014,sesquile,cundinamarca,2014,min3040,edu3040,dem2963,vio1459
3040,sesquile-cundinamarca-2015,sesquile,cundinamarca,2015,min3041,edu3041,dem3347,vio1950
3041,sesquile-cundinamarca-2016,sesquile,cundinamarca,2016,min3042,edu3042,dem3914,vio2406
3042,sesquile-cundinamarca-2017,sesquile,cundinamarca,2017,min3043,edu3043,dem1627,vio189
3043,sesquile-cundinamarca-2018,sesquile,cundinamarca,2018,min3044,edu3044,dem338,vio2854
3044,sesquile-cundinamarca-2019,sesquile,cundinamarca,2019,min3045,edu3045,dem739,0
3045,sesquile-cundinamarca-2020,sesquile,cundinamarca,2020,min3046,edu3046,dem1145,0
3046,sesquile-cundinamarca-2021,sesquile,cundinamarca,2021,min3047,edu3047,dem1448,0
3047,sibate-cundinamarca-2013,sibate,cundinamarca,2013,min3048,edu3048,dem2415,vio1021
3048,sibate-cundinamarca-2015,sibate,cundinamarca,2015,min3049,edu3049,dem3346,vio1949
3049,sibate-cundinamarca-2016,sibate,cundinamarca,2016,min3050,edu3050,dem3915,vio2407
3050,sibate-cundinamarca-2017,sibate,cundinamarca,2017,min3051,edu3051,dem1628,vio190
3051,sibate-cundinamarca-2019,sibate,cundinamarca,2019,min3052,edu3052,dem738,0
3052,sibate-cundinamarca-2020,sibate,cundinamarca,2020,min3053,edu3053,dem1146,0
3053,sibate-cundinamarca-2021,sibate,cundinamarca,2021,min3054,edu3054,dem1447,0
3054,sibate-cundinamarca-2018,sibate,cundinamarca,2018,min3055,edu3055,dem339,vio2855
3055,sibate-cundinamarca-2012,sibate,cundinamarca,2012,min3056,edu3056,dem2067,vio571
3056,sibate-cundinamarca-2014,sibate,cundinamarca,2014,min3057,edu3057,dem2964,vio1460
3057,silvania-cundinamarca-2014,silvania,cundinamarca,2014,min3058,edu3058,dem2965,vio1461
3058,silvania-cundinamarca-2015,silvania,cundinamarca,2015,min3059,edu3059,dem3345,vio1948
3059,silvania-cundinamarca-2016,silvania,cundinamarca,2016,min3060,edu3060,dem3916,vio2408
3060,silvania-cundinamarca-2013,silvania,cundinamarca,2013,min3061,edu3061,dem2414,vio1020
3061,silvania-cundinamarca-2012,silvania,cundinamarca,2012,min3062,edu3062,dem2068,vio572
3062,silvania-cundinamarca-2017,silvania,cundinamarca,2017,min3063,edu3063,dem1629,vio191
3063,silvania-cundinamarca-2018,silvania,cundinamarca,2018,min3064,edu3064,dem340,vio2856
3064,simijaca-cundinamarca-2017,simijaca,cundinamarca,2017,min3065,edu3065,dem1630,vio192
3065,simijaca-cundinamarca-2012,simijaca,cundinamarca,2012,min3066,edu3066,dem2069,vio573
3066,simijaca-cundinamarca-2013,simijaca,cundinamarca,2013,min3067,edu3067,dem2413,vio1019
3067,simijaca-cundinamarca-2021,simijaca,cundinamarca,2021,min3068,edu3068,dem1446,0
3068,simijaca-cundinamarca-2019,simijaca,cundinamarca,2019,min3069,edu3069,dem737,0
3069,simijaca-cundinamarca-2020,simijaca,cundinamarca,2020,min3070,edu3070,dem1147,0
3070,simijaca-cundinamarca-2018,simijaca,cundinamarca,2018,min3071,edu3071,dem341,vio2857
3071,simijaca-cundinamarca-2014,simijaca,cundinamarca,2014,min3072,edu3072,dem2966,vio1462
3072,simijaca-cundinamarca-2015,simijaca,cundinamarca,2015,min3073,edu3073,dem3344,vio1947
3073,simijaca-cundinamarca-2016,simijaca,cundinamarca,2016,min3074,edu3074,dem3917,vio2409
3074,soacha-cundinamarca-2017,soacha,cundinamarca,2017,min3075,edu3075,dem1631,vio193
3075,soacha-cundinamarca-2016,soacha,cundinamarca,2016,min3076,edu3076,dem3918,vio2410
3076,soacha-cundinamarca-2012,soacha,cundinamarca,2012,min3077,edu3077,dem2070,vio574
3077,soacha-cundinamarca-2014,soacha,cundinamarca,2014,min3078,edu3078,dem2967,vio1463
