,id,nombre,departamento,anio,idMin,idEdu,idDem,idVio
1856,neira-caldas-2017,neira,caldas,2017,min1857,edu1857,dem1660,vio81
1857,neira-caldas-2018,neira,caldas,2018,min1858,edu1858,dem129,vio2801
1858,neira-caldas-2020,neira,caldas,2020,min1859,edu1859,dem957,0
1859,neira-caldas-2013,neira,caldas,2013,min1860,edu1860,dem2542,vio941
1860,neira-caldas-2016,neira,caldas,2016,min1861,edu1861,dem3930,vio2486
1861,neira-caldas-2014,neira,caldas,2014,min1862,edu1862,dem2979,vio1543
1862,neira-caldas-2015,neira,caldas,2015,min1863,edu1863,dem3479,vio1867
1863,neira-caldas-2019,neira,caldas,2019,min1864,edu1864,dem550,0
1864,neira-caldas-2021,neira,caldas,2021,min1865,edu1865,dem1309,0
1865,neira-caldas-2012,neira,caldas,2012,min1866,edu1866,dem2079,vio641
1866,norcasia-caldas-2017,norcasia,caldas,2017,min1867,edu1867,dem1661,vio82
1867,norcasia-caldas-2015,norcasia,caldas,2015,min1868,edu1868,dem3478,vio1866
1868,norcasia-caldas-2012,norcasia,caldas,2012,min1869,edu1869,dem2080,vio642
1869,norcasia-caldas-2014,norcasia,caldas,2014,min1870,edu1870,dem2980,vio1544
1870,norcasia-caldas-2016,norcasia,caldas,2016,min1871,edu1871,dem3931,vio2487
1871,norcasia-caldas-2013,norcasia,caldas,2013,min1872,edu1872,dem2541,vio940
1872,norcasia-caldas-2019,norcasia,caldas,2019,min1873,edu1873,dem549,0
1873,palestina-caldas-2017,palestina,caldas,2017,min1874,edu1874,dem1662,vio83
1874,palestina-caldas-2018,palestina,caldas,2018,min1875,edu1875,dem130,vio2802
1875,palestina-caldas-2020,palestina,caldas,2020,min1876,edu1876,dem958,0
1876,palestina-caldas-2019,palestina,caldas,2019,min1877,edu1877,dem548,0
1877,palestina-caldas-2014,palestina,caldas,2014,min1878,edu1878,dem2985,vio1545
1878,palestina-caldas-2015,palestina,caldas,2015,min1879,edu1879,dem3473,vio1865
1879,palestina-caldas-2016,palestina,caldas,2016,min1880,edu1880,dem3936,vio2488
1880,palestina-caldas-2013,palestina,caldas,2013,min1881,edu1881,dem2536,vio939
1881,palestina-caldas-2021,palestina,caldas,2021,min1882,edu1882,dem1308,0
1882,riosucio-caldas-2013,riosucio,caldas,2013,min1883,edu1883,dem2535,vio938
1883,riosucio-caldas-2012,riosucio,caldas,2012,min1884,edu1884,dem2085,vio643
1884,riosucio-caldas-2014,riosucio,caldas,2014,min1885,edu1885,dem2986,vio1546
1885,riosucio-caldas-2016,riosucio,caldas,2016,min1886,edu1886,dem3937,vio2489
1886,riosucio-caldas-2015,riosucio,caldas,2015,min1887,edu1887,dem3472,vio1864
1887,riosucio-caldas-2020,riosucio,caldas,2020,min1888,edu1888,dem959,0
1888,riosucio-caldas-2021,riosucio,caldas,2021,min1889,edu1889,dem1307,0
1889,riosucio-caldas-2019,riosucio,caldas,2019,min1890,edu1890,dem547,0
1890,riosucio-caldas-2018,riosucio,caldas,2018,min1891,edu1891,dem131,vio2803
1891,risaralda-caldas-2015,risaralda,caldas,2015,min1892,edu1892,dem3471,vio1863
1892,risaralda-caldas-2014,risaralda,caldas,2014,min1893,edu1893,dem2987,vio1547
1893,salamina-caldas-2020,salamina,caldas,2020,min1894,edu1894,dem960,0
1894,salamina-caldas-2014,salamina,caldas,2014,min1895,edu1895,dem2988,vio1548
1895,salamina-caldas-2013,salamina,caldas,2013,min1896,edu1896,dem2534,vio937
1896,salamina-caldas-2015,salamina,caldas,2015,min1897,edu1897,dem3470,vio1862
1897,salamina-caldas-2012,salamina,caldas,2012,min1898,edu1898,dem2086,vio644
1898,salamina-caldas-2017,salamina,caldas,2017,min1899,edu1899,dem1663,vio84
1899,salamina-caldas-2019,salamina,caldas,2019,min1900,edu1900,dem546,0
1900,salamina-caldas-2016,salamina,caldas,2016,min1901,edu1901,dem3938,vio2490
1901,samana-caldas-2019,samana,caldas,2019,min1902,edu1902,dem545,0
1902,samana-caldas-2018,samana,caldas,2018,min1903,edu1903,dem132,vio2791
1903,samana-caldas-2013,samana,caldas,2013,min1904,edu1904,dem2533,vio936
1904,samana-caldas-2012,samana,caldas,2012,min1905,edu1905,dem2087,vio645
1905,samana-caldas-2020,samana,caldas,2020,min1906,edu1906,dem961,0
1906,san jose-caldas-2018,san jose,caldas,2018,min1907,edu1907,dem133,vio2792
1907,san jose-caldas-2019,san jose,caldas,2019,min1908,edu1908,dem544,0
1908,san jose-caldas-2020,san jose,caldas,2020,min1909,edu1909,dem962,0
1909,san jose-caldas-2017,san jose,caldas,2017,min1910,edu1910,dem1664,vio85
1910,supia-caldas-2017,supia,caldas,2017,min1911,edu1911,dem1665,vio86
1911,supia-caldas-2013,supia,caldas,2013,min1912,edu1912,dem2540,vio935
1912,supia-caldas-2014,supia,caldas,2014,min1913,edu1913,dem2981,vio1550
1913,supia-caldas-2015,supia,caldas,2015,min1914,edu1914,dem3477,vio1861
1914,supia-caldas-2016,supia,caldas,2016,min1915,edu1915,dem3932,vio2491
1915,supia-caldas-2018,supia,caldas,2018,min1916,edu1916,dem134,vio2793
1916,supia-caldas-2021,supia,caldas,2021,min1917,edu1917,dem1306,0
1917,supia-caldas-2020,supia,caldas,2020,min1918,edu1918,dem963,0
1918,supia-caldas-2019,supia,caldas,2019,min1919,edu1919,dem543,0
1919,supia-caldas-2012,supia,caldas,2012,min1920,edu1920,dem2081,vio646
1920,victoria-caldas-2013,victoria,caldas,2013,min1921,edu1921,dem2539,vio934
1921,victoria-caldas-2014,victoria,caldas,2014,min1922,edu1922,dem2982,vio1551
1922,victoria-caldas-2015,victoria,caldas,2015,min1923,edu1923,dem3476,vio1860
1923,victoria-caldas-2016,victoria,caldas,2016,min1924,edu1924,dem3933,vio2492
1924,victoria-caldas-2017,victoria,caldas,2017,min1925,edu1925,dem1666,vio87
1925,victoria-caldas-2018,victoria,caldas,2018,min1926,edu1926,dem135,vio2794
1926,victoria-caldas-2019,victoria,caldas,2019,min1927,edu1927,dem542,0
1927,victoria-caldas-2020,victoria,caldas,2020,min1928,edu1928,dem964,0
1928,victoria-caldas-2021,victoria,caldas,2021,min1929,edu1929,dem1305,0
1929,victoria-caldas-2012,victoria,caldas,2012,min1930,edu1930,dem2082,vio647
1930,villamaria-caldas-2017,villamaria,caldas,2017,min1931,edu1931,dem1667,vio88
1931,villamaria-caldas-2018,villamaria,caldas,2018,min1932,edu1932,dem136,vio2789
1932,villamaria-caldas-2019,villamaria,caldas,2019,min1933,edu1933,dem541,0
1933,villamaria-caldas-2020,villamaria,caldas,2020,min1934,edu1934,dem965,0
1934,villamaria-caldas-2016,villamaria,caldas,2016,min1935,edu1935,dem3934,vio2493
1935,villamaria-caldas-2013,villamaria,caldas,2013,min1936,edu1936,dem2538,vio933
1936,villamaria-caldas-2014,villamaria,caldas,2014,min1937,edu1937,dem2983,vio1552
1937,villamaria-caldas-2015,villamaria,caldas,2015,min1938,edu1938,dem3475,vio1859
1938,villamaria-caldas-2012,villamaria,caldas,2012,min1939,edu1939,dem2083,vio648
1939,viterbo-caldas-2012,viterbo,caldas,2012,min1940,edu1940,dem2084,vio649
1940,viterbo-caldas-2013,viterbo,caldas,2013,min1941,edu1941,dem2537,vio932
1941,viterbo-caldas-2014,viterbo,caldas,2014,min1942,edu1942,dem2984,vio1553
1942,viterbo-caldas-2015,viterbo,caldas,2015,min1943,edu1943,dem3474,vio1858
1943,viterbo-caldas-2017,viterbo,caldas,2017,min1944,edu1944,dem1668,vio89
1944,viterbo-caldas-2018,viterbo,caldas,2018,min1945,edu1945,dem137,vio2790
1945,viterbo-caldas-2019,viterbo,caldas,2019,min1946,edu1946,dem540,0
1946,viterbo-caldas-2020,viterbo,caldas,2020,min1947,edu1947,dem966,0
1947,viterbo-caldas-2021,viterbo,caldas,2021,min1948,edu1948,dem1303,0
1948,viterbo-caldas-2016,viterbo,caldas,2016,min1949,edu1949,dem3935,vio2494
1949,florencia-caqueta-2017,florencia,caqueta,2017,min1950,edu1950,0,0
1950,florencia-caqueta-2018,florencia,caqueta,2018,min1951,edu1951,0,0
1951,florencia-caqueta-2019,florencia,caqueta,2019,min1952,edu1952,0,0
1952,florencia-caqueta-2020,florencia,caqueta,2020,min1953,edu1953,0,0
1953,florencia-caqueta-2021,florencia,caqueta,2021,min1954,edu1954,0,0
1954,florencia-caqueta-2016,florencia,caqueta,2016,min1955,edu1955,0,0
1955,florencia-caqueta-2013,florencia,caqueta,2013,min1956,edu1956,0,0
1956,florencia-caqueta-2014,florencia,caqueta,2014,min1957,edu1957,0,0
1957,florencia-caqueta-2015,florencia,caqueta,2015,min1958,edu1958,0,0
1958,florencia-caqueta-2012,florencia,caqueta,2012,min1959,edu1959,0,0
1959,albania-caqueta-2020,albania,caqueta,2020,min1960,edu1960,0,0
1960,albania-caqueta-2021,albania,caqueta,2021,min1961,edu1961,0,0
1961,albania-caqueta-2019,albania,caqueta,2019,min1962,edu1962,0,0
1962,albania-caqueta-2013,albania,caqueta,2013,min1963,edu1963,0,0
1963,albania-caqueta-2014,albania,caqueta,2014,min1964,edu1964,0,0
1964,albania-caqueta-2015,albania,caqueta,2015,min1965,edu1965,0,0
1965,albania-caqueta-2016,albania,caqueta,2016,min1966,edu1966,0,0
1966,albania-caqueta-2017,albania,caqueta,2017,min1967,edu1967,0,0
1967,el doncello-caqueta-2016,el doncello,caqueta,2016,min1968,edu1968,0,0
1968,el doncello-caqueta-2013,el doncello,caqueta,2013,min1969,edu1969,0,0
1969,el doncello-caqueta-2014,el doncello,caqueta,2014,min1970,edu1970,0,0
1970,el doncello-caqueta-2015,el doncello,caqueta,2015,min1971,edu1971,0,0
1971,el doncello-caqueta-2018,el doncello,caqueta,2018,min1972,edu1972,0,0
1972,el doncello-caqueta-2020,el doncello,caqueta,2020,min1973,edu1973,0,0
1973,el doncello-caqueta-2019,el doncello,caqueta,2019,min1974,edu1974,0,0
1974,el paujil-caqueta-2017,el paujil,caqueta,2017,min1975,edu1975,0,0
1975,el paujil-caqueta-2020,el paujil,caqueta,2020,min1976,edu1976,0,0
1976,el paujil-caqueta-2013,el paujil,caqueta,2013,min1977,edu1977,0,0
1977,el paujil-caqueta-2014,el paujil,caqueta,2014,min1978,edu1978,0,0
1978,el paujil-caqueta-2015,el paujil,caqueta,2015,min1979,edu1979,0,0
1979,el paujil-caqueta-2016,el paujil,caqueta,2016,min1980,edu1980,0,0
1980,el paujil-caqueta-2019,el paujil,caqueta,2019,min1981,edu1981,0,0
1981,el paujil-caqueta-2018,el paujil,caqueta,2018,min1982,edu1982,0,0
1982,el paujil-caqueta-2012,el paujil,caqueta,2012,min1983,edu1983,0,0
1983,la montañita-caqueta-2013,la montañita,caqueta,2013,min1984,edu1984,0,0
1984,morelia-caqueta-2021,morelia,caqueta,2021,min1985,edu1985,0,0
1985,morelia-caqueta-2020,morelia,caqueta,2020,min1986,edu1986,0,0
1986,puerto rico-caqueta-2017,puerto rico,caqueta,2017,min1987,edu1987,0,0
1987,puerto rico-caqueta-2018,puerto rico,caqueta,2018,min1988,edu1988,0,0
1988,puerto rico-caqueta-2019,puerto rico,caqueta,2019,min1989,edu1989,0,0
1989,puerto rico-caqueta-2021,puerto rico,caqueta,2021,min1990,edu1990,0,0
1990,puerto rico-caqueta-2020,puerto rico,caqueta,2020,min1991,edu1991,0,0
1991,puerto rico-caqueta-2012,puerto rico,caqueta,2012,min1992,edu1992,0,0
1992,puerto rico-caqueta-2016,puerto rico,caqueta,2016,min1993,edu1993,0,0
1993,puerto rico-caqueta-2014,puerto rico,caqueta,2014,min1994,edu1994,0,0
1994,puerto rico-caqueta-2013,puerto rico,caqueta,2013,min1995,edu1995,0,0
1995,puerto rico-caqueta-2015,puerto rico,caqueta,2015,min1996,edu1996,0,0
1996,san jose del fragua-caqueta-2013,san jose del fragua,caqueta,2013,min1997,edu1997,0,0
1997,san vicente del caguan-caqueta-2013,san vicente del caguan,caqueta,2013,min1998,edu1998,0,0
1998,san vicente del caguan-caqueta-2014,san vicente del caguan,caqueta,2014,min1999,edu1999,0,0
1999,san vicente del caguan-caqueta-2015,san vicente del caguan,caqueta,2015,min2000,edu2000,0,0
2000,solano-caqueta-2016,solano,caqueta,2016,min2001,edu2001,0,0
2001,solano-caqueta-2015,solano,caqueta,2015,min2002,edu2002,0,0
2002,solano-caqueta-2021,solano,caqueta,2021,min2003,edu2003,0,0
2003,solano-caqueta-2020,solano,caqueta,2020,min2004,edu2004,0,0
2004,popayan-cauca-2017,popayan,cauca,2017,min2005,edu2005,dem1669,vio90
2005,popayan-cauca-2013,popayan,cauca,2013,min2006,edu2006,dem2532,vio982
2006,popayan-cauca-2020,popayan,cauca,2020,min2007,edu2007,dem913,0
2007,popayan-cauca-2019,popayan,cauca,2019,min2008,edu2008,dem539,0
2008,popayan-cauca-2016,popayan,cauca,2016,min2009,edu2009,dem3939,vio2450
2009,popayan-cauca-2018,popayan,cauca,2018,min2010,edu2010,dem73,vio2804
2010,popayan-cauca-2015,popayan,cauca,2015,min2011,edu2011,dem3469,vio1906
2011,popayan-cauca-2014,popayan,cauca,2014,min2012,edu2012,dem2990,vio1501
2012,popayan-cauca-2012,popayan,cauca,2012,min2013,edu2013,dem2088,vio607
2013,popayan-cauca-2021,popayan,cauca,2021,min2014,edu2014,dem1302,0
2014,almaguer-cauca-2014,almaguer,cauca,2014,min2015,edu2015,dem2991,vio1502
2015,almaguer-cauca-2015,almaguer,cauca,2015,min2016,edu2016,dem3468,vio1905
2016,almaguer-cauca-2013,almaguer,cauca,2013,min2017,edu2017,dem2531,vio981
2017,argelia-cauca-2015,argelia,cauca,2015,min2018,edu2018,dem3467,vio1904
2018,argelia-cauca-2014,argelia,cauca,2014,min2019,edu2019,dem2992,vio1503
2019,balboa-cauca-2013,balboa,cauca,2013,min2020,edu2020,dem2530,vio980
2020,balboa-cauca-2014,balboa,cauca,2014,min2021,edu2021,dem2993,vio1504
2021,balboa-cauca-2017,balboa,cauca,2017,min2022,edu2022,dem1670,vio91
2022,bolivar-cauca-2014,bolivar,cauca,2014,min2023,edu2023,dem2994,vio1505
2023,bolivar-cauca-2019,bolivar,cauca,2019,min2024,edu2024,dem538,0
2024,bolivar-cauca-2018,bolivar,cauca,2018,min2025,edu2025,dem74,vio2805
2025,bolivar-cauca-2013,bolivar,cauca,2013,min2026,edu2026,dem2529,vio979
2026,bolivar-cauca-2015,bolivar,cauca,2015,min2027,edu2027,dem3466,vio1903
2027,bolivar-cauca-2017,bolivar,cauca,2017,min2028,edu2028,dem1671,vio92
2028,bolivar-cauca-2020,bolivar,cauca,2020,min2029,edu2029,dem914,0
2029,bolivar-cauca-2012,bolivar,cauca,2012,min2030,edu2030,dem2089,vio608
2030,bolivar-cauca-2016,bolivar,cauca,2016,min2031,edu2031,dem3940,vio2451
2031,buenos aires-cauca-2019,buenos aires,cauca,2019,min2032,edu2032,dem537,0
2032,buenos aires-cauca-2013,buenos aires,cauca,2013,min2033,edu2033,dem2528,vio978
2033,buenos aires-cauca-2016,buenos aires,cauca,2016,min2034,edu2034,dem3941,vio2452
2034,buenos aires-cauca-2017,buenos aires,cauca,2017,min2035,edu2035,dem1672,vio93
2035,buenos aires-cauca-2018,buenos aires,cauca,2018,min2036,edu2036,dem75,vio2806
2036,buenos aires-cauca-2020,buenos aires,cauca,2020,min2037,edu2037,dem915,0
2037,buenos aires-cauca-2012,buenos aires,cauca,2012,min2038,edu2038,dem2090,vio609
2038,buenos aires-cauca-2014,buenos aires,cauca,2014,min2039,edu2039,dem2995,vio1506
2039,buenos aires-cauca-2015,buenos aires,cauca,2015,min2040,edu2040,dem3465,vio1902
2040,buenos aires-cauca-2021,buenos aires,cauca,2021,min2041,edu2041,dem1301,0
2041,cajibio-cauca-2016,cajibio,cauca,2016,min2042,edu2042,dem3942,vio2453
2042,cajibio-cauca-2018,cajibio,cauca,2018,min2043,edu2043,dem76,vio2807
2043,cajibio-cauca-2019,cajibio,cauca,2019,min2044,edu2044,dem536,0
2044,cajibio-cauca-2021,cajibio,cauca,2021,min2045,edu2045,dem1300,0
2045,cajibio-cauca-2017,cajibio,cauca,2017,min2046,edu2046,dem1673,vio94
2046,cajibio-cauca-2012,cajibio,cauca,2012,min2047,edu2047,dem2091,vio610
2047,cajibio-cauca-2014,cajibio,cauca,2014,min2048,edu2048,dem2996,vio1507
2048,cajibio-cauca-2015,cajibio,cauca,2015,min2049,edu2049,dem3464,vio1901
2049,cajibio-cauca-2013,cajibio,cauca,2013,min2050,edu2050,dem2527,vio977
2050,caldono-cauca-2012,caldono,cauca,2012,min2051,edu2051,dem2092,vio611
2051,caldono-cauca-2013,caldono,cauca,2013,min2052,edu2052,dem2526,vio976
2052,caldono-cauca-2014,caldono,cauca,2014,min2053,edu2053,dem2997,vio1508
2053,caldono-cauca-2015,caldono,cauca,2015,min2054,edu2054,dem3463,vio1900
2054,caloto-cauca-2017,caloto,cauca,2017,min2055,edu2055,dem1674,vio95
2055,caloto-cauca-2016,caloto,cauca,2016,min2056,edu2056,dem3943,vio2454
2056,caloto-cauca-2012,caloto,cauca,2012,min2057,edu2057,dem2093,vio612
2057,caloto-cauca-2014,caloto,cauca,2014,min2058,edu2058,dem2998,vio1509
2058,caloto-cauca-2015,caloto,cauca,2015,min2059,edu2059,dem3462,vio1899
2059,caloto-cauca-2018,caloto,cauca,2018,min2060,edu2060,dem77,vio2808
2060,caloto-cauca-2019,caloto,cauca,2019,min2061,edu2061,dem535,0
2061,caloto-cauca-2013,caloto,cauca,2013,min2062,edu2062,dem2525,vio975
2062,caloto-cauca-2020,caloto,cauca,2020,min2063,edu2063,dem916,0
2063,caloto-cauca-2021,caloto,cauca,2021,min2064,edu2064,dem1299,0
2064,corinto-cauca-2013,corinto,cauca,2013,min2065,edu2065,dem2524,vio974
2065,corinto-cauca-2014,corinto,cauca,2014,min2066,edu2066,dem2999,vio1510
2066,corinto-cauca-2015,corinto,cauca,2015,min2067,edu2067,dem3461,vio1898
2067,corinto-cauca-2016,corinto,cauca,2016,min2068,edu2068,dem3944,vio2455
2068,corinto-cauca-2017,corinto,cauca,2017,min2069,edu2069,dem1675,vio96
2069,corinto-cauca-2020,corinto,cauca,2020,min2070,edu2070,dem917,0
2070,corinto-cauca-2018,corinto,cauca,2018,min2071,edu2071,dem78,vio2809
2071,corinto-cauca-2019,corinto,cauca,2019,min2072,edu2072,dem534,0
2072,corinto-cauca-2021,corinto,cauca,2021,min2073,edu2073,dem1298,0
2073,corinto-cauca-2012,corinto,cauca,2012,min2074,edu2074,dem2094,vio613
2074,el tambo-cauca-2012,el tambo,cauca,2012,min2075,edu2075,dem2095,vio614
2075,el tambo-cauca-2015,el tambo,cauca,2015,min2076,edu2076,dem3460,vio1897
2076,el tambo-cauca-2016,el tambo,cauca,2016,min2077,edu2077,dem3945,vio2456
2077,el tambo-cauca-2020,el tambo,cauca,2020,min2078,edu2078,dem918,0
2078,el tambo-cauca-2021,el tambo,cauca,2021,min2079,edu2079,dem1297,0
2079,el tambo-cauca-2013,el tambo,cauca,2013,min2080,edu2080,dem2523,vio973
2080,el tambo-cauca-2017,el tambo,cauca,2017,min2081,edu2081,dem1676,vio97
2081,el tambo-cauca-2018,el tambo,cauca,2018,min2082,edu2082,dem79,vio2810
2082,el tambo-cauca-2014,el tambo,cauca,2014,min2083,edu2083,dem3000,vio1511
2083,el tambo-cauca-2019,el tambo,cauca,2019,min2084,edu2084,dem533,0
2084,guachene-cauca-2016,guachene,cauca,2016,min2085,edu2085,dem3946,vio2457
2085,guachene-cauca-2017,guachene,cauca,2017,min2086,edu2086,dem1677,vio98
2086,guachene-cauca-2014,guachene,cauca,2014,min2087,edu2087,dem3001,vio1512
2087,guachene-cauca-2015,guachene,cauca,2015,min2088,edu2088,dem3459,vio1896
2088,guachene-cauca-2020,guachene,cauca,2020,min2089,edu2089,dem919,0
2089,guachene-cauca-2021,guachene,cauca,2021,min2090,edu2090,dem1296,0
2090,guachene-cauca-2019,guachene,cauca,2019,min2091,edu2091,dem532,0
2091,guachene-cauca-2018,guachene,cauca,2018,min2092,edu2092,dem80,vio2811
2092,guachene-cauca-2012,guachene,cauca,2012,min2093,edu2093,dem2096,vio615
2093,guachene-cauca-2013,guachene,cauca,2013,min2094,edu2094,dem2522,vio972
2094,guapi-cauca-2013,guapi,cauca,2013,min2095,edu2095,dem2521,vio971
2095,guapi-cauca-2012,guapi,cauca,2012,min2096,edu2096,dem2097,vio616
2096,guapi-cauca-2014,guapi,cauca,2014,min2097,edu2097,dem3002,vio1513
2097,guapi-cauca-2020,guapi,cauca,2020,min2098,edu2098,dem920,0
2098,guapi-cauca-2015,guapi,cauca,2015,min2099,edu2099,dem3458,vio1895
2099,guapi-cauca-2018,guapi,cauca,2018,min2100,edu2100,dem81,vio2812
2100,guapi-cauca-2021,guapi,cauca,2021,min2101,edu2101,dem1295,0
2101,guapi-cauca-2017,guapi,cauca,2017,min2102,edu2102,dem1678,vio99
2102,guapi-cauca-2019,guapi,cauca,2019,min2103,edu2103,dem531,0
2103,guapi-cauca-2016,guapi,cauca,2016,min2104,edu2104,dem3947,vio2458
2104,inza-cauca-2015,inza,cauca,2015,min2105,edu2105,dem3457,vio1894
2105,inza-cauca-2017,inza,cauca,2017,min2106,edu2106,dem1679,vio100
2106,la sierra-cauca-2019,la sierra,cauca,2019,min2107,edu2107,dem530,0
2107,la sierra-cauca-2015,la sierra,cauca,2015,min2108,edu2108,dem3456,vio1893
2108,la sierra-cauca-2016,la sierra,cauca,2016,min2109,edu2109,dem3948,vio2459
2109,la sierra-cauca-2017,la sierra,cauca,2017,min2110,edu2110,dem1680,vio101
2110,la sierra-cauca-2018,la sierra,cauca,2018,min2111,edu2111,dem82,vio2813
2111,la sierra-cauca-2020,la sierra,cauca,2020,min2112,edu2112,dem921,0
2112,la sierra-cauca-2021,la sierra,cauca,2021,min2113,edu2113,dem1294,0
2113,la sierra-cauca-2012,la sierra,cauca,2012,min2114,edu2114,dem2098,vio617
2114,la sierra-cauca-2013,la sierra,cauca,2013,min2115,edu2115,dem2520,vio970
2115,la sierra-cauca-2014,la sierra,cauca,2014,min2116,edu2116,dem3003,vio1514
2116,la vega-cauca-2016,la vega,cauca,2016,min2117,edu2117,dem3949,vio2460
2117,la vega-cauca-2012,la vega,cauca,2012,min2118,edu2118,dem2099,vio618
2118,la vega-cauca-2013,la vega,cauca,2013,min2119,edu2119,dem2519,vio969
2119,la vega-cauca-2014,la vega,cauca,2014,min2120,edu2120,dem3004,vio1515
2120,la vega-cauca-2015,la vega,cauca,2015,min2121,edu2121,dem3455,vio1892
2121,lopez-cauca-2012,lopez,cauca,2012,min2122,edu2122,dem2100,vio619
2122,lopez-cauca-2013,lopez,cauca,2013,min2123,edu2123,dem2518,vio968
2123,lopez-cauca-2014,lopez,cauca,2014,min2124,edu2124,dem3005,vio1516
2124,lopez-cauca-2015,lopez,cauca,2015,min2125,edu2125,dem3454,vio1891
2125,lopez-cauca-2016,lopez,cauca,2016,min2126,edu2126,dem3950,vio2461
2126,lopez-cauca-2018,lopez,cauca,2018,min2127,edu2127,dem83,vio2814
2127,lopez-cauca-2019,lopez,cauca,2019,min2128,edu2128,dem529,0
2128,lopez-cauca-2017,lopez,cauca,2017,min2129,edu2129,dem1681,vio102
2129,mercaderes-cauca-2017,mercaderes,cauca,2017,min2130,edu2130,dem1682,vio103
2130,mercaderes-cauca-2018,mercaderes,cauca,2018,min2131,edu2131,dem84,vio2815
